startup_name,industry,business_model,current_stage,country,funding_target,team_size,founder_experience,problem_statement,target_customers,key_competitors,gtm_strategy
ZETA SURGICAL,Software,SaaS,MVP,US,442177266,82,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Cherry,Software,SaaS,Seed,US,29119199,15,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Freestyle,Advertising,Freemium,Idea,US,3067371,2,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
OpenSight,Software,SaaS,Seed,US,7045257,9,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Flightcaster,Software,SaaS,Idea,US,3302781,2,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Atrato,Software,SaaS,Idea,MX,2701269,2,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Blink,Software,SaaS,Seed,US,18636353,9,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Ohm,Software,SaaS,Series A,US,34140112,47,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Opencall.ai,Games_Video,B2C,Seed,Unknown,27201723,8,Experienced,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
TypeLess,Software,SaaS,Growth,US,602010017,130,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Acunote,Software,SaaS,Prototype,US,654925429,155,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Leena AI,Games_Video,B2C,MVP,US,415865128,68,Experienced,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Upbeat,Software,SaaS,Seed,US,14636458,7,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Tienda Crypto,Games_Video,B2C,Series B,AR,885452574,160,Experienced,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Ionworks,Enterprise,B2B,Series B,Unknown,698514299,178,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Reddit,Games_Video,B2C,Prototype,US,275134991,179,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Slope,Software,SaaS,MVP,US,625459310,171,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Calii,Software,SaaS,Series A,MX,155946811,20,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Compound,Software,SaaS,Seed,US,18164194,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
GOAT Group,Software,SaaS,Idea,US,2051141,2,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Trellus,Software,SaaS,Prototype,US,368505473,152,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Respaid,Biotech,B2B,Series B,US,587329533,80,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Edwin,Software,SaaS,Growth,US,645260070,199,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Smart Alto,Software,SaaS,Series B,US,752872807,138,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Humanloop,Software,SaaS,Idea,US,4009740,2,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Sendwave,Software,SaaS,Prototype,US,227320411,159,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Thunder Compute,Games_Video,B2C,Idea,US,3632777,5,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Littio,Enterprise,B2B,Prototype,CO,206149143,195,Experienced,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Sirka,Software,SaaS,MVP,ID,453349989,101,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Pernell,Advertising,Freemium,Prototype,US,484169667,120,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Allotrope Medical,Software,SaaS,Prototype,US,846721326,165,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Jitsu,Advertising,Freemium,Series A,US,156984820,49,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Wattvision,Advertising,Freemium,Series A,US,31852108,22,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Paragon,Enterprise,B2B,Prototype,US,344987148,122,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Synth,Software,SaaS,Idea,US,1605852,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Immunity Project,Software,SaaS,Series A,US,171487562,53,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Getcho,Software,SaaS,Series A,US,192810725,29,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
View3,Software,SaaS,Prototype,Unknown,205911042,124,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Wasmer,Enterprise,B2B,Prototype,US,526941249,192,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Ello,Software,SaaS,MVP,US,731322309,107,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
LUS Brands,Software,SaaS,Growth,CA,710533396,114,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
WeReno,Software,SaaS,MVP,CA,295744251,189,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Invofox,Software,SaaS,Prototype,ES,893325878,180,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Listia,Software,SaaS,Series B,US,789103334,63,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Hermes Robotics,Software,SaaS,Series A,US,91847462,32,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Prophecy Sciences,Software,SaaS,MVP,US,980188368,101,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
fixa,Games_Video,B2C,Prototype,US,278384329,169,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Nixo,Software,SaaS,MVP,US,441260586,112,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Newton,Software,SaaS,Growth,Unknown,602253813,178,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Fitia,Advertising,Freemium,Seed,US,25476650,14,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Withfriends,Software,SaaS,Idea,US,4665554,3,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Palenca,Biotech,B2B,Prototype,BR,327514157,88,Experienced,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Lifelike,Enterprise,B2B,Seed,US,29598388,14,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Hindsight,Software,SaaS,Seed,US,28232684,6,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Forfeit,Enterprise,B2B,Growth,US,410633001,152,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
CareRev,Software,SaaS,Series A,US,182327582,32,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Andson Biotech,Ecommerce,Marketplace,Series A,US,55042404,46,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
PathPilot,Ecommerce,Marketplace,MVP,US,486738214,108,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
Goldbelly,Software,SaaS,Prototype,US,644967289,110,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Basalt,Software,SaaS,Idea,US,3908594,4,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Prism,Software,SaaS,Series A,US,175962348,53,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
PandasAI,Enterprise,B2B,Growth,DE,798235686,194,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
SolidStage,Software,SaaS,Series B,Unknown,677297580,199,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
ClickPe,Software,SaaS,Seed,IN,16926369,11,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
mdhub,Software,SaaS,Series A,US,77512267,22,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Motionlead,Software,SaaS,Prototype,FR,653448599,200,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Intact Therapeutics,Enterprise,B2B,Growth,US,917046297,93,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Fly.io,Enterprise,B2B,Series B,US,628730406,200,Experienced,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Instapainting,Software,SaaS,Seed,US,24028140,6,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Asteroid,Biotech,B2B,MVP,US,235034305,117,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Scout,Software,SaaS,Idea,US,4068027,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Glow Energy,Software,SaaS,Idea,Unknown,2855492,2,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Transfez,Software,SaaS,Series B,ID,884826748,149,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Satchel,Advertising,Freemium,Series B,US,903408461,118,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Edexia,Software,SaaS,Seed,US,6847263,14,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Eclipse Foods,Software,SaaS,Series A,US,187184202,60,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Macadamia,Software,SaaS,Series A,Unknown,85004285,40,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Telmai,Software,SaaS,Series B,US,991050908,61,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Biobot Analytics,Software,SaaS,Seed,US,19919409,11,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Eclipse Foods,Software,SaaS,Seed,US,22823827,10,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Atla,Software,SaaS,MVP,GB,567535555,145,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Gauge,Software,SaaS,Seed,US,6861534,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
WriteWith,Software,SaaS,MVP,US,882436096,181,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Diffuse Bio,Software,SaaS,MVP,US,273961957,125,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
GoldenBasis,Software,SaaS,Growth,US,795356819,190,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Teevox,Software,SaaS,Series B,US,492434514,137,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Draft,Enterprise,B2B,Idea,US,4142963,3,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Codebuff,Enterprise,B2B,Idea,Unknown,1736931,2,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Tarsal,Software,SaaS,Prototype,US,464425600,189,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Snackpass,Software,SaaS,Growth,US,434914814,76,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Lingt,Biotech,B2B,MVP,US,707349483,93,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Bitplay,Software,SaaS,Series A,US,141163861,38,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Abatable,Software,SaaS,MVP,GB,451813270,68,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Glow Energy,Biotech,B2B,Series A,Unknown,88724030,39,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Logiblock,Software,SaaS,Series B,US,686607743,124,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Xeol,Advertising,Freemium,Series B,US,988911517,131,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Ollama,Software,SaaS,Prototype,US,948569206,101,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Durioo,Software,SaaS,Seed,MY,18451977,15,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Momento,Software,SaaS,Seed,MX,18482553,14,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Beam,Games_Video,B2C,Idea,US,1160458,5,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Jiga,Games_Video,B2C,Series B,US,477588401,182,Experienced,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Taiv,Software,SaaS,MVP,CA,878635763,140,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Tesseral,Software,SaaS,Seed,US,28425027,7,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
StyleBee,Software,SaaS,Seed,US,17039892,10,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
FitFu,Enterprise,B2B,Seed,US,18065486,6,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Pixelapse,Ecommerce,Marketplace,Prototype,US,570079075,100,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
DailyDoctor,Software,SaaS,Series A,US,178753984,30,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Hive,Software,SaaS,Seed,CA,25849006,13,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Reelables,Software,SaaS,Series A,Unknown,177882567,42,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Roame,Games_Video,B2C,Growth,US,369587314,65,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Paratus Health,Software,SaaS,MVP,US,392937938,63,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Acrely,Software,SaaS,Series B,US,955333654,149,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Scout,Software,SaaS,Growth,US,321369113,81,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Rutter,Software,SaaS,Series B,US,278382181,77,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Taylor AI,Software,SaaS,Series A,US,126781756,38,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Demeanor.co,Software,SaaS,Series A,US,93309138,57,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
ZeroDev,Software,SaaS,Seed,US,22350171,10,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Verse Therapy,Enterprise,B2B,Series A,US,138020654,32,Experienced,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Triply,Enterprise,B2B,Seed,KE,23464505,9,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Women Who Code,Software,SaaS,Seed,US,25287289,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
AskMyClass,Software,SaaS,Series B,US,760508703,142,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Flowspace,Software,SaaS,Prototype,US,787224876,160,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
"DeepSim, Inc.",Software,SaaS,Series A,US,176820651,45,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
GhostEye,Software,SaaS,Series A,US,54300280,48,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Tara AI,Software,SaaS,Seed,US,27500925,6,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
InEvent,Software,SaaS,Prototype,US,718069843,74,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Pursuit,Biotech,B2B,Idea,US,2810203,2,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Deepgram,Software,SaaS,Seed,US,10554083,11,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Voodoo Manufacturing,Advertising,Freemium,Idea,US,2887810,2,Experienced,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Logica,Software,SaaS,Growth,US,460643261,142,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
ZeroEval,Software,SaaS,Prototype,US,246525328,145,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Yummy Future,Enterprise,B2B,Growth,US,639413954,130,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Prembly (formerly Identitypass),Biotech,B2B,Series B,NG,791093635,142,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
assistant-ui,Biotech,B2B,Idea,US,4669034,2,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Cofactor Genomics,Software,SaaS,Series B,US,929601464,154,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Beau,Software,SaaS,Seed,ES,25028027,15,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Freterium,Software,SaaS,Prototype,MA,310006735,139,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
General Agency,Software,SaaS,Seed,US,27238814,12,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bitmovin,Software,SaaS,Prototype,US,663517845,200,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Mineflow,Software,SaaS,Series B,Unknown,943289293,184,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Orchid,Biotech,B2B,Growth,US,597971102,62,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Humanloop,Education,Subscription,Prototype,US,544327797,129,Experienced,Students need engaging digital learning.,Students,"BYJU'S, Unacademy, PhysicsWallah",Campus Ambassador Program
Scanate/Fellow,Software,SaaS,Idea,Unknown,4533052,5,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bountii,Enterprise,B2B,Series A,US,120349996,45,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Osmosis,Biotech,B2B,Idea,Unknown,3683875,2,Intermediate,Drug discovery is slow and expensive.,Healthcare Companies,"Moderna, Biocon",Clinical Partnerships
Lanesurf,Software,SaaS,Prototype,US,695716874,184,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Jenfi,Software,SaaS,Series B,SG,709394946,60,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Apollo,Games_Video,B2C,MVP,IN,846978099,74,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Toko,Advertising,Freemium,MVP,US,378071891,85,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Careerist,Software,SaaS,Idea,US,1031198,2,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bree,Software,SaaS,Series A,CA,193933054,44,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
URX,Software,SaaS,MVP,US,545920470,186,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Type,Games_Video,B2C,MVP,US,309618486,172,Intermediate,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
OneStopKitchen,Software,SaaS,Prototype,US,540367751,130,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Atlas,Software,SaaS,Prototype,US,830287722,138,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Peakflo,Software,SaaS,Series A,SG,74430882,53,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Alba Orbital,Software,SaaS,Prototype,GB,430605238,128,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Dream3D,Software,SaaS,Series B,US,335093194,196,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Bottomless,Software,SaaS,Series A,US,55232128,38,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Invaria,Advertising,Freemium,Series A,GB,66297663,43,Experienced,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Augento,Software,SaaS,Prototype,US,817683180,90,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Swayable,Ecommerce,Marketplace,Series B,US,587858289,142,Intermediate,Online sellers struggle with customer acquisition.,Online Customers,"Flipkart, Amazon, Meesho",Digital Marketing
TellFi,Games_Video,B2C,Seed,US,6274817,10,Experienced,Players demand better gaming experiences.,Gamers,"Dream11, MPL",Influencer Marketing
Swish,Software,SaaS,Prototype,US,966767122,196,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
"numericcal, inc.",Enterprise,B2B,Series B,US,664104057,112,Intermediate,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Letter AI,Software,SaaS,Prototype,US,762470641,98,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Fuzzbuzz,Enterprise,B2B,Series A,US,114162048,29,Experienced,Large organizations need workflow automation.,Large Enterprises,"Zoho, Freshworks",Direct Sales
Stitch Health,Software,SaaS,Seed,US,16901069,11,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Cognito,Software,SaaS,Prototype,US,664607614,131,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Cheers,Software,SaaS,Prototype,US,720825430,167,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
RedBrick AI,Software,SaaS,Prototype,US,314354829,125,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Mercura,Software,SaaS,Growth,Unknown,291176763,157,Experienced,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Darsel,Software,SaaS,MVP,Unknown,676958839,93,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Nautilus,Software,SaaS,Growth,US,775428840,174,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
TectoAI,Advertising,Freemium,Prototype,US,382090559,105,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
Flowglad,Software,SaaS,Growth,US,358281357,111,Intermediate,Businesses struggle with inefficient software workflows.,Businesses,"Notion, Slack, Atlassian",Product-Led Growth
Apportable,Advertising,Freemium,Seed,US,11562532,12,Intermediate,Brands struggle to reach the right audience.,Marketing Teams,"Google Ads, Meta Ads",Inside Sales
